index,name,url,higher_level,desc,range,components,ritual,duration,concentration,casting_time,level,classes,subclasses,school.index,school.name,school.url,material,dc.dc_type.index,dc.dc_type.name,dc.dc_type.url,dc.dc_success,damage.damage_type.index,damage.damage_type.name,damage.damage_type.url,damage.damage_at_character_level.1,damage.damage_at_character_level.5,damage.damage_at_character_level.11,damage.damage_at_character_level.17,area_of_effect.type,area_of_effect.size,heal_at_slot_level.1,heal_at_slot_level.2,heal_at_slot_level.3,heal_at_slot_level.4,heal_at_slot_level.5,heal_at_slot_level.6,heal_at_slot_level.7,heal_at_slot_level.8,heal_at_slot_level.9,attack_type,damage.damage_at_slot_level.1,damage.damage_at_slot_level.2,damage.damage_at_slot_level.3,damage.damage_at_slot_level.4,damage.damage_at_slot_level.5,damage.damage_at_slot_level.6,damage.damage_at_slot_level.7,damage.damage_at_slot_level.8,damage.damage_at_slot_level.9,dc.desc,AtSlot1,AtSlot2,AtSlot3,AtSlot4,AtSlot5,AtSlot6,AtSlot7,AtSlot8,AtSlot9
legend-lore,Legend Lore,/api/spells/legend-lore,[],"[""Name or describe a person, place, or object. The spell brings to your mind a brief summary of the significant lore about the thing you named. The lore might consist of current tales, forgotten stories, or even secret lore that has never been widely known. If the thing you named isn't of legendary importance, you gain no information. The more information you already have about the thing, the more precise and detailed the information you receive is."", 'The information you learn is accurate but might be couched in figurative language. For example, if you have a mysterious magic axe on hand the spell might yield this information: ""Woe to the evildoer whose hand touches the axe, for even the haft slices the hand of the evil ones. Only a true Child of Stone, lover and beloved of Moradin, may awaken the true powers of the axe, and only with the sacred word *Rudnogg* on the lips.""']",Self,"['V', 'S', 'M']",False,Instantaneous,False,10 minutes,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],divination,Divination,/api/magic-schools/divination,"Incense worth at least 250 gp, which the spell consumes, and four ivory strips worth at least 50 gp each.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass-cure-wounds,Mass Cure Wounds,/api/spells/mass-cure-wounds,"['When you cast this spell using a spell slot of 6th level or higher, the healing increases by 1d8 for each slot level above 5th.']",['A wave of healing energy washes out from a point of your choice within range. Choose up to six creatures in a 30-foot-radius sphere centered on that point. Each target regains hit points equal to 3d8 + your spellcasting ability modifier. This spell has no effect on undead or constructs.'],60 feet,"['V', 'S']",False,Instantaneous,False,1 action,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]","[{'index': 'life', 'name': 'Life', 'url': '/api/subclasses/life'}]",conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,sphere,30.0,,,,,3d8 + MOD,4d8 + MOD,5d8 + MOD,6d8 + MOD,7d8 + MOD,,,,,,,,,,,,,,,,3d8 + MOD,4d8 + MOD,5d8 + MOD,6d8 + MOD,7d8 + MOD
planar-binding,Planar Binding,/api/spells/planar-binding,"['When you cast this spell using a spell slot of a higher level, the duration increases to 10 days with a 6th-level slot, to 30 days with a 7th-level slot, to 180 days with an 8th-level slot, and to a year and a day with a 9th-level spell slot.']","[""With this spell, you attempt to bind a celestial, an elemental, a fey, or a fiend to your service. The creature must be within range for the entire casting of the spell. (Typically, the creature is first summoned into the center of an inverted magic circle in order to keep it trapped while this spell is cast.) At the completion of the casting, the target must make a charisma saving throw. On a failed save, it is bound to serve you for the duration. If the creature was summoned or created by another spell, that spell's duration is extended to match the duration of this spell."", 'A bound creature must follow your instructions to the best of its ability. You might command the creature to accompany you on an adventure, to guard a location, or to deliver a message. The creature obeys the letter of your instructions, but if the creature is hostile to you, it strives to twist your words to achieve its own objectives. If the creature carries out your instructions completely before the spell ends, it travels to you to report this fact if you are on the same plane of existence. If you are on a different plane of existence, it returns to the place where you bound it and remains there until the spell ends.']",60 feet,"['V', 'S', 'M']",False,24 hours,False,1 hour,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],abjuration,Abjuration,/api/magic-schools/abjuration,"A jewel worth at least 1,000 gp, which the spell consumes.",cha,CHA,/api/ability-scores/cha,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raise-dead,Raise Dead,/api/spells/raise-dead,[],"[""You return a dead creature you touch to life, provided that it has been dead no longer than 10 days. If the creature's soul is both willing and at liberty to rejoin the body, the creature returns to life with 1 hit point."", ""This spell also neutralizes any poisons and cures nonmagical diseases that affected the creature at the time it died. This spell doesn't, however, remove magical diseases, curses, or similar effects; if these aren't first removed prior to casting the spell, they take effect when the creature returns to life. The spell can't return an undead creature to life."", ""This spell closes all mortal wounds, but it doesn't restore missing body parts. If the creature is lacking body parts or organs integral for its survival--its head, for instance--the spell automatically fails."", 'Coming back from the dead is an ordeal. The target takes a -4 penalty to all attack rolls, saving throws, and ability checks. Every time the target finishes a long rest, the penalty is reduced by 1 until it disappears.']",Touch,"['V', 'S', 'M']",False,Instantaneous,False,1 hour,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'paladin', 'name': 'Paladin', 'url': '/api/classes/paladin'}]","[{'index': 'life', 'name': 'Life', 'url': '/api/subclasses/life'}]",necromancy,Necromancy,/api/magic-schools/necromancy,"A diamond worth at least 500gp, which the spell consumes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scrying,Scrying,/api/spells/scrying,[],"[""You can see and hear a particular creature you choose that is on the same plane of existence as you. The target must make a wisdom saving throw, which is modified by how well you know the target and the sort of physical connection you have to it. If a target knows you're casting this spell, it can fail the saving throw voluntarily if it wants to be observed."", '| Knowledge | Save Modifier |', '|---|---|', '| Secondhand (you have heard of the target) | +5 |', '| Firsthand (you have met the target) | +0 |', '| Familiar (you know the target well) | -5 |', '', '| Connection | Save Modifier |', '|---|---|', '| Likeness or picture | -2 |', '| Possession or garment | -4 |', '| Body part, lock of hair, bit of nail, or the like | -10 |', ""On a successful save, the target isn't affected, and you can't use this spell against it again for 24 hours."", 'On a failed save, the spell creates an invisible sensor within 10 feet of the target. You can see and hear through the sensor as if you were there. The sensor moves with the target, remaining within 10 feet of it for the duration. A creature that can see invisible objects sees the sensor as a luminous orb about the size of your fist.', ""Instead of targeting a creature, you can choose a location you have seen before as the target of this spell. When you do, the sensor appears at that location and doesn't move.""]",Self,"['V', 'S', 'M']",False,Up to 10 minutes,True,10 minutes,5,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]","[{'index': 'land', 'name': 'Land', 'url': '/api/subclasses/land'}]",divination,Divination,/api/magic-schools/divination,"A focus worth at least 1,000 gp, such as a crystal ball, a silver mirror, or a font filled with holy water.",wis,WIS,/api/ability-scores/wis,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blade-barrier,Blade Barrier,/api/spells/blade-barrier,[],"['You create a vertical wall of whirling, razor-sharp blades made of magical energy. The wall appears within range and lasts for the duration. You can make a straight wall up to 100 feet long, 20 feet high, and 5 feet thick, or a ringed wall up to 60 feet in diameter, 20 feet high, and 5 feet thick. The wall provides three-quarters cover to creatures behind it, and its space is difficult terrain.', ""When a creature enters the wall's area for the first time on a turn or starts its turn there, the creature must make a dexterity saving throw. On a failed save, the creature takes 6d10 slashing damage. On a successful save, the creature takes half as much damage.""]",90 feet,"['V', 'S']",False,Up to 10 minutes,True,1 action,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],evocation,Evocation,/api/magic-schools/evocation,,dex,DEX,/api/ability-scores/dex,half,slashing,Slashing,/api/damage-types/slashing,,,,,line,100.0,,,,,,,,,,,,,,,,6d10,,,,,,,,,,6d10,,,
create-undead,Create Undead,/api/spells/create-undead,"['When you cast this spell using a 7th-level spell slot, you can animate or reassert control over four ghouls. When you cast this spell using an 8th-level spell slot, you can animate or reassert control over five ghouls or two ghasts or wights. When you cast this spell using a 9th-level spell slot, you can animate or reassert control over six ghouls, three ghasts or wights, or two mummies.']","['You can cast this spell only at night. Choose up to three corpses of Medium or Small humanoids within range. Each corpse becomes a ghoul under your control. (The GM has game statistics for these creatures.)', 'As a bonus action on each of your turns, you can mentally command any creature you animated with this spell if the creature is within 120 feet of you (if you control multiple creatures, you can command any or all of them at the same time, issuing the same command to each one). You decide what action the creature will take and where it will move during its next turn, or you can issue a general command, such as to guard a particular chamber or corridor. If you issue no commands, the creature only defends itself against hostile creatures. Once given an order, the creature continues to follow it until its task is complete.', 'The creature is under your control for 24 hours, after which it stops obeying any command you have given it. To maintain control of the creature for another 24 hours, you must cast this spell on the creature before the current 24-hour period ends. This use of the spell reasserts your control over up to three creatures you have animated with this spell, rather than animating new ones.']",10 feet,"['V', 'S', 'M']",False,Instantaneous,False,1 minute,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],necromancy,Necromancy,/api/magic-schools/necromancy,"One clay pot filled with grave dirt, one clay pot filled with brackish water, and one 150 gp black onyx stone for each corpse.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
find-the-path,Find the Path,/api/spells/find-the-path,[],"['This spell allows you to find the shortest, most direct physical route to a specific fixed location that you are familiar with on the same plane of existence. If you name a destination on another plane of existence, a destination that moves (such as a mobile fortress), or a destination that isn\'t specific (such as ""a green dragon\'s lair""), the spell fails.', 'For the duration, as long as you are on the same plane of existence as the destination, you know how far it is and in what direction it lies. While you are traveling there, whenever you are presented with a choice of paths along the way, you automatically determine which path is the shortest and most direct route (but not necessarily the safest route) to the destination.']",Self,"['V', 'S', 'M']",False,Up to 24 hours,True,1 minute,6,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",[],divination,Divination,/api/magic-schools/divination,"A set of divinatory tools--such as bones, ivory sticks, cards, teeth, or carved runes--worth 100gp and an object from the location you wish to find.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forbiddance,Forbiddance,/api/spells/forbiddance,[],"[""You create a ward against magical travel that protects up to 40,000 square feet of floor space to a height of 30 feet above the floor. For the duration, creatures can't teleport into the area or use portals, such as those created by the gate spell, to enter the area. The spell proofs the area against planar travel, and therefore prevents creatures from accessing the area by way of the Astral Plane, Ethereal Plane, Feywild, Shadowfell, or the plane shift spell."", ""In addition, the spell damages types of creatures that you choose when you cast it. Choose one or more of the following: celestials, elementals, fey, fiends, and undead. When a chosen creature enters the spell's area for the first time on a turn or starts its turn there, the creature takes 5d10 radiant or necrotic damage (your choice when you cast this spell)."", 'When you cast this spell, you can designate a password. A creature that speaks the password as it enters the area takes no damage from the spell.', ""The spell's area can't overlap with the area of another forbiddance spell. If you cast forbiddance every day for 30 days in the same location, the spell lasts until it is dispelled, and the material components are consumed on the last casting.""]",Touch,"['V', 'S', 'M']",True,24 hours,False,10 minutes,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],abjuration,Abjuration,/api/magic-schools/abjuration,"A sprinkling of holy water, rare incense, and powdered ruby worth at least 1,000 gp.",,,,,,,,,,,,cube,40000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
harm,Harm,/api/spells/harm,[],"[""You unleash a virulent disease on a creature that you can see within range. The target must make a constitution saving throw. On a failed save, it takes 14d6 necrotic damage, or half as much damage on a successful save. The damage can't reduce the target's hit points below 1. If the target fails the saving throw, its hit point maximum is reduced for 1 hour by an amount equal to the necrotic damage it took. Any effect that removes a disease allows a creature's hit point maximum to return to normal before that time passes.""]",60 feet,"['V', 'S']",False,Instantaneous,False,1 action,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],necromancy,Necromancy,/api/magic-schools/necromancy,,con,CON,/api/ability-scores/con,half,necrotic,Necrotic,/api/damage-types/necrotic,,,,,,,,,,,,,,,,,,,,,,14d6,,,,,,,,,,14d6,,,
heal,Heal,/api/spells/heal,"['When you cast this spell using a spell slot of 7th level or higher, the amount of healing increases by 10 for each slot level above 6th.']","['Choose a creature that you can see within range. A surge of positive energy washes through the creature, causing it to regain 70 hit points. This spell also ends blindness, deafness, and any diseases affecting the target. This spell has no effect on constructs or undead.']",60 feet,"['V', 'S']",False,Instantaneous,False,1 action,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",[],evocation,Evocation,/api/magic-schools/evocation,,,,,,,,,,,,,,,,,,,,70,80,90,100,,,,,,,,,,,,,,,,,70,80,90,100
heroes-feast,Heroes' Feast,/api/spells/heroes-feast,[],"[""You bring forth a great feast, including magnificent food and drink. The feast takes 1 hour to consume and disappears at the end of that time, and the beneficial effects don't set in until this hour is over. Up to twelve other creatures can partake of the feast."", 'A creature that partakes of the feast gains several benefits. The creature is cured of all diseases and poison, becomes immune to poison and being frightened, and makes all wisdom saving throws with advantage. Its hit point maximum also increases by 2d10, and it gains the same number of hit points. These benefits last for 24 hours.']",30 feet,"['V', 'S', 'M']",False,Instantaneous,False,10 minutes,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",[],conjuration,Conjuration,/api/magic-schools/conjuration,"A gem-encrusted bowl worth at least 1,000gp, which the spell consumes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planar-ally,Planar Ally,/api/spells/planar-ally,[],"[""You beseech an otherworldly entity for aid. The being must be known to you: a god, a primordial, a demon prince, or some other being of cosmic power. That entity sends a celestial, an elemental, or a fiend loyal to it to aid you, making the creature appear in an unoccupied space within range. If you know a specific creature's name, you can speak that name when you cast this spell to request that creature, though you might get a different creature anyway (GM's choice)."", ""When the creature appears, it is under no compulsion to behave in any particular way. You can ask the creature to perform a service in exchange for payment, but it isn't obliged to do so. The requested task could range from simple (fly us across the chasm, or help us fight a battle) to complex (spy on our enemies, or protect us during our foray into the dungeon). You must be able to communicate with the creature to bargain for its services."", 'Payment can take a variety of forms. A celestial might require a sizable donation of gold or magic items to an allied temple, while a fiend might demand a living sacrifice or a gift of treasure. Some creatures might exchange their service for a quest undertaken by you.', ""As a rule of thumb, a task that can be measured in minutes requires a payment worth 100 gp per minute. A task measured in hours requires 1,000 gp per hour. And a task measured in days (up to 10 days) requires 10,000 gp per day. The GM can adjust these payments based on the circumstances under which you cast the spell. If the task is aligned with the creature's ethos, the payment might be halved or even waived. Nonhazardous tasks typically require only half the suggested payment, while especially dangerous tasks might require a greater gift. Creatures rarely accept tasks that seem suicidal."", ""After the creature completes the task, or when the agreed-upon duration of service expires, the creature returns to its home plane after reporting back to you, if appropriate to the task and if possible. If you are unable to agree on a price for the creature's service, the creature immediately returns to its home plane."", 'A creature enlisted to join your group counts as a member of it, receiving a full share of experience points awarded.']",60 feet,"['V', 'S']",False,Instantaneous,False,10 minutes,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true-seeing,True Seeing,/api/spells/true-seeing,[],"['This spell gives the willing creature you touch the ability to see things as they actually are. For the duration, the creature has truesight, notices secret doors hidden by magic, and can see into the Ethereal Plane, all out to a range of 120 feet.']",Touch,"['V', 'S', 'M']",False,1 hour,False,1 action,6,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],divination,Divination,/api/magic-schools/divination,"An ointment for the eyes that costs 25gp; is made from mushroom powder, saffron, and fat; and is consumed by the spell.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
word-of-recall,Word of Recall,/api/spells/word-of-recall,[],"['You and up to five willing creatures within 5 feet of you instantly teleport to a previously designated sanctuary. You and any creatures that teleport with you appear in the nearest unoccupied space to the spot you designated when you prepared your sanctuary (see below). If you cast this spell without first preparing a sanctuary, the spell has no effect.', ""You must designate a sanctuary by casting this spell within a location, such as a temple, dedicated to or strongly linked to your deity. If you attempt to cast the spell in this manner in an area that isn't dedicated to your deity, the spell has no effect.""]",5 feet,['V'],False,Instantaneous,False,1 action,6,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,sphere,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conjure-celestial,Conjure Celestial,/api/spells/conjure-celestial,"['When you cast this spell using a 9th-level spell slot, you summon a celestial of challenge rating 5 or lower.']","['You summon a celestial of challenge rating 4 or lower, which appears in an unoccupied space that you can see within range. The celestial disappears when it drops to 0 hit points or when the spell ends.', ""The celestial is friendly to you and your companions for the duration. Roll initiative for the celestial, which has its own turns. It obeys any verbal commands that you issue to it (no action required by you), as long as they don't violate its alignment. If you don't issue any commands to the celestial, it defends itself from hostile creatures but otherwise takes no actions."", ""The GM has the celestial's statistics.""]",90 feet,"['V', 'S']",False,Up to 1 hour,True,1 minute,7,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],conjuration,Conjuration,/api/magic-schools/conjuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
divine-word,Divine Word,/api/spells/divine-word,[],"['You utter a divine word, imbued with the power that shaped the world at the dawn of creation. Choose any number of creatures you can see within range. Each creature that can hear you must make a Charisma saving throw. On a failed save, a creature suffers an effect based on its current hit points:', '- 50 hit points or fewer: deafened for 1 minute', '- 40 hit points or fewer: deafened and blinded for 10 minutes', '- 30 hit points or fewer: blinded, deafened, and stunned for 1 hour', '- 20 hit points or fewer: killed instantly', ""Regardless of its current hit points, a celestial, an elemental, a fey, or a fiend that fails its save is forced back to its plane of origin (if it isn't there already) and can't return to your current plane for 24 hours by any means short of a wish spell.""]",30 feet,['V'],False,Instantaneous,False,1 bonus action,7,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],evocation,Evocation,/api/magic-schools/evocation,,cha,CHA,/api/ability-scores/cha,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"On a failed save, a creature suffers an effect based on its current hit points.",,,,,,,,,
etherealness,Etherealness,/api/spells/etherealness,"['When you cast this spell using a spell slot of 8th level or higher, you can target up to three willing creatures (including you) for each slot level above 7th. The creatures must be within 10 feet of you when you cast the spell.']","[""You step into the border regions of the Ethereal Plane, in the area where it overlaps with your current plane. You remain in the Border Ethereal for the duration or until you use your action to dismiss the spell. During this time, you can move in any direction. If you move up or down, every foot of movement costs an extra foot. You can see and hear the plane you originated from, but everything there looks gray, and you can't see anything more than 60 feet away."", ""While on the Ethereal Plane, you can only affect and be affected by other creatures on that plane. Creatures that aren't on the Ethereal Plane can't perceive you and can't interact with you, unless a special ability or magic has given them the ability to do so."", ""You ignore all objects and effects that aren't on the Ethereal Plane, allowing you to move through objects you perceive on the plane you originated from."", 'When the spell ends, you immediately return to the plane you originated from in the spot you currently occupy. If you occupy the same spot as a solid object or creature when this happens, you are immediately shunted to the nearest unoccupied space that you can occupy and take force damage equal to twice the number of feet you are moved.', ""This spell has no effect if you cast it while you are on the Ethereal Plane or a plane that doesn't border it, such as one of the Outer Planes.""]",Self,"['V', 'S']",False,8 hours,False,1 action,7,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],transmutation,Transmutation,/api/magic-schools/transmutation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fire-storm,Fire Storm,/api/spells/fire-storm,[],"['A storm made up of sheets of roaring flame appears in a location you choose within range. The area of the storm consists of up to ten 10-foot cubes, which you can arrange as you wish. Each cube must have at least one face adjacent to the face of another cube. Each creature in the area must make a dexterity saving throw. It takes 7d10 fire damage on a failed save, or half as much damage on a successful one.', ""The fire damages objects in the area and ignites flammable objects that aren't being worn or carried. If you choose, plant life in the area is unaffected by this spell.""]",150 feet,"['V', 'S']",False,Instantaneous,False,1 action,7,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}]",[],evocation,Evocation,/api/magic-schools/evocation,,dex,DEX,/api/ability-scores/dex,half,fire,Fire,/api/damage-types/fire,,,,,cube,100.0,,,,,,,,,,,,,,,,,7d10,,,,,,,,,,7d10,,
plane-shift,Plane Shift,/api/spells/plane-shift,[],"[""You and up to eight willing creatures who link hands in a circle are transported to a different plane of existence. You can specify a target destination in general terms, such as the City of Brass on the Elemental Plane of Fire or the palace of Dispater on the second level of the Nine Hells, and you appear in or near that destination. If you are trying to reach the City of Brass, for example, you might arrive in its Street of Steel, before its Gate of Ashes, or looking at the city from across the Sea of Fire, at the GM's discretion."", 'Alternatively, if you know the sigil sequence of a teleportation circle on another plane of existence, this spell can take you to that circle. If the teleportation circle is too small to hold all the creatures you transported, they appear in the closest unoccupied spaces next to the circle.', 'You can use this spell to banish an unwilling creature to another plane. Choose a creature within your reach and make a melee spell attack against it. On a hit, the creature must make a charisma saving throw. If the creature fails this save, it is transported to a random location on the plane of existence you specify. A creature so transported must find its own way back to your current plane of existence.']",Touch,"['V', 'S', 'M']",False,Instantaneous,False,1 action,7,"[{'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}, {'index': 'sorcerer', 'name': 'Sorcerer', 'url': '/api/classes/sorcerer'}, {'index': 'warlock', 'name': 'Warlock', 'url': '/api/classes/warlock'}, {'index': 'wizard', 'name': 'Wizard', 'url': '/api/classes/wizard'}]",[],conjuration,Conjuration,/api/magic-schools/conjuration,"A forked, metal rod worth at least 250 gp, attuned to a particular plane of existence.",cha,CHA,/api/ability-scores/cha,none,,,,,,,,,,,,,,,,,,,melee,,,,,,,,,,"If the creature fails this save, it is transported to a random location on the plane of existence you specify. A creature so transported must find its own way back to your current plane of existence.",,,,,,,,,
regenerate,Regenerate,/api/spells/regenerate,[],"['You touch a creature and stimulate its natural healing ability. The target regains 4d8 + 15 hit points. For the duration of the spell, the target regains 1 hit point at the start of each of its turns (10 hit points each minute).', ""The target's severed body members (fingers, legs, tails, and so on), if any, are restored after 2 minutes. If you have the severed part and hold it to the stump, the spell instantaneously causes the limb to knit to the stump.""]",Touch,"['V', 'S', 'M']",False,1 hour,False,1 minute,7,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}, {'index': 'druid', 'name': 'Druid', 'url': '/api/classes/druid'}]",[],transmutation,Transmutation,/api/magic-schools/transmutation,A prayer wheel and holy water.,,,,,,,,,,,,,,,,,,,,4d8 + 15,,,,,,,,,,,,,,,,,,,,4d8 + 15,,
resurrection,Resurrection,/api/spells/resurrection,[],"[""You touch a dead creature that has been dead for no more than a century, that didn't die of old age, and that isn't undead. If its soul is free and willing, the target returns to life with all its hit points."", ""This spell neutralizes any poisons and cures normal diseases afflicting the creature when it died. It doesn't, however, remove magical diseases, curses, and the like; if such effects aren't removed prior to casting the spell, they afflict the target on its return to life."", 'This spell closes all mortal wounds and restores any missing body parts.', 'Coming back from the dead is an ordeal. The target takes a -4 penalty to all attack rolls, saving throws, and ability checks. Every time the target finishes a long rest, the penalty is reduced by 1 until it disappears.', ""Casting this spell to restore life to a creature that has been dead for one year or longer taxes you greatly. Until you finish a long rest, you can't cast spells again, and you have disadvantage on all attack rolls, ability checks, and saving throws.""]",Touch,"['V', 'S', 'M']",False,Instantaneous,False,1 hour,7,"[{'index': 'bard', 'name': 'Bard', 'url': '/api/classes/bard'}, {'index': 'cleric', 'name': 'Cleric', 'url': '/api/classes/cleric'}]",[],necromancy,Necromancy,/api/magic-schools/necromancy,"A diamond worth at least 1,000gp, which the spell consumes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
